childId,childName,parentId,parentName
11409,"Cockburnspath, Pease Bridge",115,"UK cities, towns and villages"
7463,River Wye,112,UK natural features
11350,Hay-on-Wye - non-specific,115,"UK cities, towns and villages"
267,ram,67,animals: mammals
13928,Hals - non specific,107,"cities, towns, villages (non-UK)"
9625,Sandown Bay,112,UK natural features
5478,Gordale Scar,112,UK natural features
18095,"New York, West 46th Street 301, The Scene",107,"cities, towns, villages (non-UK)"
18754,"exhibition: 'Joseph Beuys in Ilverich', Galerie Ilverich, Meersbusch, 1984",18725,arts
4040,"Salter, Elizabeth",102,named individuals
4041,"Secker, Elizabeth",102,named individuals
4239,thumb,93,body
1783,"Bomberg, Lilian",102,named individuals
1753,"Holt, Lilian",102,named individuals
1763,"Mendelson, Lilian",102,named individuals
25644,"Winchelsea, Greyfriars",115,"UK cities, towns and villages"
10645,"Piranesi, etching",10639,"fine art and design, named works"
9255,Burg Thurandt,8407,man-made landmarks (non-UK)
13582,"Angers, Basse Chaine",107,"cities, towns, villages (non-UK)"
13591,"Angers, Chateau",107,"cities, towns, villages (non-UK)"
13581,"Angers, Tour de Guillou",107,"cities, towns, villages (non-UK)"
11009,"Bristol, Westbury-on-Trym, Cote House",115,"UK cities, towns and villages"
11407,Twizel Castle,8285,UK man-made landmarks
7464,"Bristol, Cook's Folly",115,"UK cities, towns and villages"
12895,folly,18,garden structures
9076,tail,64,animals: features
2915,procreation,146,birth to death
16017,Batman,716,characters
5919,comic strip hero,153,dress: fantasy/fancy
3571,abbey,45,religious
2172,breast feeding,146,birth to death
4656,verandah,17,features
11663,Duncansby Stacks,112,UK natural features
9802,Reichenbach Falls,111,natural features (non-UK)
737,pillow,82,furnishings
6579,"Barnes, Cissie",102,named individuals
19231,"exhibition: 'Joseph Beuys, Zeichnungen', National Gallery, Berlin, 1980",18725,arts
13050,"Troyes, Cathedral of St Pierre",107,"cities, towns, villages (non-UK)"
3283,Strood,115,"UK cities, towns and villages"
19361,"exhibition: 'Joseph Beuys', Kusntmuseum Basel, 1987",18725,arts
10743,"'Venus de' Medici', sculpture",10639,"fine art and design, named works"
10977,Coniston Water,112,UK natural features
12011,"Coniston, Coniston Old Hall",115,"UK cities, towns and villages"
7444,Pontypridd - non-specific,115,"UK cities, towns and villages"
7506,Rhondda Cynon Taff,114,UK counties
7443,River Taff,112,UK natural features
3678,patriotism,155,government and politics
5160,"drink, Coca-Cola",286,food and drink
13921,River Glyme,112,UK natural features
4039,"Bolton, Lavinia Paulet, Duchess of",102,named individuals
4038,"Fenton, Lavinia",102,named individuals
5444,glider,159,transport: air
18344,victory - winged male figure,1030,abstract concepts
18345,"Franco, Francisco, General",102,named individuals
1586,bone,93,body
3707,pregnancy,146,birth to death
7990,River Aire,112,UK natural features
3129,chocolate grinder,84,kitchen
12795,"Duchamp, Marcel, 'The Large Glass'",10639,"fine art and design, named works"
3380,Antwerp - non-specific,107,"cities, towns, villages (non-UK)"
9052,Lynmouth,115,"UK cities, towns and villages"
6136,Salisbury Plain,112,UK natural features
8205,Waterloo - non-specific,107,"cities, towns, villages (non-UK)"
7298,cross,133,Judaeo-Christian imagery
16411,"Pasternak, Josephine",102,named individuals
16410,"Pasternak, Lydia",102,named individuals
2085,hands crossed,92,actions: postures and motions
5929,drainpipe,17,features
21156,"Gillick, Liam",102,named individuals
20378,audio,6729,formal qualities
3220,"Candaules, Nyssia and Gyges, circa 718 BC",34,classical
3229,"Candaules, King of Lydia",102,named individuals
3223,Gyges,102,named individuals
3231,"Nyssia, Queen of Lydia",102,named individuals
7622,"Ripon, Ripon Minster",115,"UK cities, towns and villages"
11071,River Skell,112,UK natural features
6465,kettle,84,kitchen
7857,Wrexham - non-specific,115,"UK cities, towns and villages"
18542,"philosophy, Bataille",149,"education, science and learning"
18543,"Bataille, Georges, 'Eroticism'",58,literature (not Shakespeare)
13935,Caledonian Canal,8285,UK man-made landmarks
10396,Frascati - non-specific,107,"cities, towns, villages (non-UK)"
8785,Avranches,107,"cities, towns, villages (non-UK)"
2911,laboratory equipment,172,scientific and measuring
9492,chimpanzee,67,animals: mammals
9937,grindstone,86,tools and machinery
6942,Egypt,34,classical
5503,Egyptian,183,nationality
5861,Egypt,152,dress: nations/regions
9489,stripper,118,arts and entertainment
4178,death - skull,164,birth to death
25590,"Ashburnham, Ashburnham Place",115,"UK cities, towns and villages"
11156,motorcycle,160,transport: land
12444,"Los Angeles, Hollywood",107,"cities, towns, villages (non-UK)"
1691,"USA, California",108,countries and continents
11283,Creysse,107,"cities, towns, villages (non-UK)"
14023,"Gilli, Norma, 'Maria Carmi'",102,named individuals
14024,"Rheinhardt, Max, 'The Miracle'",58,literature (not Shakespeare)
738,sheet,82,furnishings
18842,"exhibition: 'The Art of Giving', 1981",18725,arts
12174,"Lawrence, Thomas, painting, 'John Philip Kemble as Hamlet'",10639,"fine art and design, named works"
3284,'Hamlet',59,Shakespeare
5829,"Kemble, John Philip",102,named individuals
4691,Hamlet,716,characters
2526,"Matthew, chapter 13",134,Bible: New Testament
7665,ostrich,62,animals: birds
2019,scroll,174,"reading, writing, printed matter"
3753,Earth,69,astronomy
13011,Punch,716,characters
10593,Devil's Bridge,8407,man-made landmarks (non-UK)
10592,Schöllenen Gorge,111,natural features (non-UK)
5111,drawing,80,fine arts and music
19526,snowman,287,miscellaneous
4775,hand mirror,88,clothing and personal effects
1448,Annunciation,134,Bible: New Testament
6728,youth,146,birth to death
14813,Endymion,141,classical myths: gods and heroes
14812,Luna,141,classical myths: gods and heroes
6721,frying pan,84,kitchen
9652,"Dover, Old Priory",115,"UK cities, towns and villages"
4205,aircraft - non-specific,159,transport: air
8703,"boat, catamaran",161,transport: water
8154,River Coquet,112,UK natural features
9945,"Warkworth, Warkworth Castle",115,"UK cities, towns and villages"
6909,granddaughter,6904,family
7348,grandmother,6904,family
16894,"Dodge, May",102,named individuals
16324,"Emin, Tracey",102,named individuals
13331,doily,83,domestic
16895,pomander,83,domestic
7584,"Malmesbury, Malmesbury Abbey",115,"UK cities, towns and villages"
12855,"Edinburgh, Palace of Holyroodhouse",115,"UK cities, towns and villages"
10285,Liège - non-specific,107,"cities, towns, villages (non-UK)"
12315,"magazine, 'New Times'",174,"reading, writing, printed matter"
593,"Balanos, Jose",102,named individuals
15434,"Distel, Sacha",102,named individuals
592,"Fleming, Ian",102,named individuals
15435,"Plunkett-Green, Alexander",102,named individuals
591,"Rimbaud, Arthur",102,named individuals
582,"Mailer, Norman, 'The Deer Park'",58,literature (not Shakespeare)
6921,enclosure,30,universal concepts
15433,"Velazquez, Diego, painting, 'Philip IV hunting Wild Boar...'",10639,"fine art and design, named works"
18055,"Andersen, Hans Christian",102,named individuals
29358,stadium,43,places of entertainment
15334,Seasons,141,classical myths: gods and heroes
4095,dinner party,48,eating and drinking
14713,Dives and Lazarus,134,Bible: New Testament
14714,"Luke, chapter 16",134,Bible: New Testament
4651,Judaism,137,world religions
17453,"book, Koran",174,"reading, writing, printed matter"
17454,"book, Talmud",174,"reading, writing, printed matter"
5792,"newspaper, 'Times, The'",174,"reading, writing, printed matter"
17455,religious belief - holy book,165,religious
10925,god,5731,universal religious imagery
15339,Faith,133,Judaeo-Christian imagery
6152,Hebrew text,166,inscriptions
12051,Burg Stahleck,8407,man-made landmarks (non-UK)
8171,Bacharach - non-specific,107,"cities, towns, villages (non-UK)"
9187,"Paris, Père-la-Chaise Cemetery",107,"cities, towns, villages (non-UK)"
14241,Port-Louis,107,"cities, towns, villages (non-UK)"
12281,St Ann,136,Saints
12282,St Joachim,136,Saints
8730,purity - lily,163,emotional states and conditions
11917,briar,72,plants and flowers
5380,embroidery stand,80,fine arts and music
1190,"Rossetti, Christina",102,named individuals
12485,"Rossetti, Frances",102,named individuals
5439,embroidery,51,art and craft
456,Holy Spirit - dove,165,religious
12483,Passion - briar,165,religious
12482,Passion - palm branch,165,religious
5383,Virgin Mary - red,165,religious
3919,Virgin Mary - rose,165,religious
5455,piety - lamp,165,religious
5454,"Rossetti, Dante Gabriel, 'Mater Pilchrae Delectionis'",58,literature (not Shakespeare)
18521,"Elephant and Castle, Heygate Estate",9301,UK London
4812,Yeoman of the Guard,128,military
4278,scissors,86,tools and machinery
9415,rhinoceros,67,animals: mammals
3843,Lucretia,141,classical myths: gods and heroes
3844,Tarquin,141,classical myths: gods and heroes
12334,"book, Runyon, Damon, 'Short Takes'",174,"reading, writing, printed matter"
7948,yew,1809,trees
14853,Resurrection - ivy,165,religious
14854,Resurrection - yew,165,religious
1449,Archangel Gabriel,134,Bible: New Testament
14852,"Luke, chapter 1",134,Bible: New Testament
5666,Cookham - non-specific,115,"UK cities, towns and villages"
5752,sacrifice,5731,universal religious imagery
13173,"Coventry, St Michael's Church",115,"UK cities, towns and villages"
3779,Trevalgan,112,UK natural features
3710,"Italy, Sicily",108,countries and continents
13106,Fortezza,107,"cities, towns, villages (non-UK)"
6452,"Lee, Rupert",102,named individuals
6453,"Oakley, Mercia",102,named individuals
6449,"Borrow, George, 'Lavengro'",58,literature (not Shakespeare)
10878,Wemyss Castle,8285,UK man-made landmarks
13957,Metz - non-specific,107,"cities, towns, villages (non-UK)"
8121,Abbeville - non-specific,107,"cities, towns, villages (non-UK)"
7964,washing tub,83,domestic
10312,old age,146,birth to death
10035,"Moore, Henry",102,named individuals
8788,Shoreham-by-Sea - non-specific,115,"UK cities, towns and villages"
12146,Worthing,115,"UK cities, towns and villages"
12255,Contamines,107,"cities, towns, villages (non-UK)"
2457,"Hitler, Adolf",102,named individuals
18284,Germany,152,dress: nations/regions
4562,fire extinguisher,287,miscellaneous
8264,Abu Qir Bay,111,natural features (non-UK)
3022,"Nile, Battle, 1 Aug 1798",35,military
11261,"book, Phillips, Tom, 'Inferno'",174,"reading, writing, printed matter"
3258,ink bottle,174,"reading, writing, printed matter"
3796,pram,160,transport: land
16307,Kentish Town,9301,UK London
12237,"Bruges, Halles",107,"cities, towns, villages (non-UK)"
17472,Portuguese text,166,inscriptions
3424,tea set,84,kitchen
6087,"Marchand, Miche",102,named individuals
6088,"Savoir, Miche",102,named individuals
9879,River Mürz,111,natural features (non-UK)
2995,firewood,85,heating and lighting
28220,"Albano, Tomb of Pompey",107,"cities, towns, villages (non-UK)"
28227,"Castel Gandolfo, Palazzo Pontificio",107,"cities, towns, villages (non-UK)"
17694,"Sakamoto, Ryuichi",102,named individuals
3802,composer,118,arts and entertainment
17953,survival,30,universal concepts
19227,"exhibition: 'Der Beuys Raum Wurde' Staatliche Museen, Kassel, 1992",18725,arts
19228,"Kassel, Schöne Aussicht 1, Neue Galerie",107,"cities, towns, villages (non-UK)"
19226,"Beuys, Joseph, installation, 'The Pack'",10639,"fine art and design, named works"
10082,sledge,160,transport: land
11764,Cava de' Tirreni - non-specific,107,"cities, towns, villages (non-UK)"
17985,"Bellamy, Nancy",102,named individuals
8220,monogram,166,inscriptions
15251,"Teplitz, Schlossberg",107,"cities, towns, villages (non-UK)"
11193,sketchbook,80,fine arts and music
19389,sawing,124,industrial and crafts
882,Grindelwald Glacier,111,natural features (non-UK)
9292,"Kelso, Kelso Abbey",115,"UK cities, towns and villages"
15355,River Itchen,112,UK natural features
15356,"Winchester, City Mill",115,"UK cities, towns and villages"
27092,"Rome, Fontana dell'Acqua Acetosa",107,"cities, towns, villages (non-UK)"
27213,"Rome, Torre Lazzaroni",107,"cities, towns, villages (non-UK)"
9138,Dunfermline,115,"UK cities, towns and villages"
9289,Rokeby Park,8285,UK man-made landmarks
7808,River Greta,112,UK natural features
8709,Blythe Sands,112,UK natural features
2410,Thames Estuary,112,UK natural features
9628,Tunbridge Wells,115,"UK cities, towns and villages"
13207,"Constable, John, painting, 'A Suffolk Child'",10639,"fine art and design, named works"
13202,Liberty,102,named individuals
16037,"Darnley, Countess of",102,named individuals
4685,bracelet,88,clothing and personal effects
2878,Queen of Sheba,135,Bible: Old Testament
2192,"fruit, banana",286,food and drink
11726,Southend-on-Sea - non-specific,115,"UK cities, towns and villages"
16453,animal / plant,63,animals: fantastic
8555,holster,88,clothing and personal effects
3589,spider,66,animals: insects & lower animals
13335,stole,88,clothing and personal effects
3542,power,30,universal concepts
608,Stratfield Saye,115,"UK cities, towns and villages"
605,saddle,287,miscellaneous
9653,camera,172,scientific and measuring
20231,"flag, Iran",169,religious and ceremonial
4853,Iran,108,countries and continents
3151,clamp,86,tools and machinery
11811,"Venice, Seminario Patriarcale",107,"cities, towns, villages (non-UK)"
7697,bird of paradise,62,animals: birds
7694,crane,62,animals: birds
2419,pelican,62,animals: birds
7676,teal,62,animals: birds
7695,toucan,62,animals: birds
2268,rush,72,plants and flowers
4207,dedication,166,inscriptions
25443,Galley Hill,112,UK natural features
232,freedom,158,social comment
19451,"politics: Warsaw Pact, 1968",38,politics and society
10575,Le Tréport - non-specific,107,"cities, towns, villages (non-UK)"
15845,"Miller, Hugh, 'My Schools and School Masters'",58,literature (not Shakespeare)
10895,"Miller, Hugh",102,named individuals
9135,River Dhoon,111,natural features (non-UK)
15072,"Ghent, St Nicholas' Church",107,"cities, towns, villages (non-UK)"
4487,Siren,142,classical myths: creatures
7634,Long Mountain,112,UK natural features
14647,"Frankfurt, Rententurm",107,"cities, towns, villages (non-UK)"
