id,material
6712,painting Oil paint on canvas
58582,"on paper, unique Graphite on paper"
38052,"on paper, unique"
10124,"on paper, print Lithograph on paper"
1811,"on paper, unique Graphite, chalk and watercolour on paper"
28209,"on paper, unique"
64472,"on paper, unique Graphite on paper"
98206,"relief Glass, plastic and stainless steel"
56186,"on paper, unique Graphite and watercolour on paper"
33151,"on paper, unique"
29666,"on paper, unique"
12521,"on paper, unique Ink and watercolour on paper"
62910,"on paper, unique Graphite on paper"
71734,"on paper, print Etching, drypoint and aquatint on paper"
54629,"on paper, unique Graphite on paper"
8274,painting Oil paint on canvas
37952,"on paper, unique Graphite on paper"
35557,"on paper, unique Watercolour on paper"
3373,"on paper, print Aquatint on paper"
30656,"on paper, unique Graphite on paper"
11588,"on paper, print Lithograph on paper"
80122,"on paper, print Lithograph on paper"
58583,"on paper, unique Graphite on paper"
48739,"on paper, unique Graphite on paper"
6713,painting Oil paint on canvas
38051,"on paper, unique"
1812,"on paper, unique Graphite and chalk on paper"
64473,"on paper, unique Graphite on paper"
56187,"on paper, unique Watercolour and graphite on paper"
28208,"on paper, unique"
10125,"on paper, print Lithograph on paper"
29667,"on paper, unique"
33150,"on paper, unique"
12520,"on paper, unique Ink and watercolour on paper"
98205,"relief Glass, plastic and stainless steel"
11587,"on paper, print Screenprint and letterpress on paper"
38054,"on paper, unique"
79134,painting Acrylic paint on canvas
63010,"on paper, unique Watercolour on paper"
54628,"on paper, unique Graphite on paper"
35558,"on paper, unique Watercolour on paper"
29668,"on paper, unique"
48738,"on paper, unique Graphite on paper"
62911,"on paper, unique Graphite on paper"
3372,"on paper, print Aquatint on paper"
37955,"on paper, unique Graphite on paper"
58584,"on paper, unique Graphite on paper"
30653,"on paper, unique Graphite on paper"
6714,painting Oil paint on canvas
8277,"on paper, print Screenprint on paper"
10122,"on paper, print Lithograph on paper"
64474,"on paper, unique Graphite on paper"
56188,"on paper, unique Watercolour on paper"
28207,"on paper, unique"
57120,"on paper, unique Graphite on paper"
98204,"relief Glass, plastic and stainless steel"
37954,"on paper, unique Graphite on paper"
38053,"on paper, unique"
11586,"on paper, print Screenprint and letterpress on paper"
71736,"on paper, print Etching, drypoint and aquatint on paper"
63011,"on paper, unique Watercolour on paper"
3371,"on paper, print Aquatint on paper"
29669,"on paper, unique"
62912,"on paper, unique Graphite on paper"
54627,"on paper, unique Graphite on paper"
35559,"on paper, unique Graphite and watercolour on paper"
80120,"on paper, print Lithograph on paper"
48737,"on paper, unique Graphite on paper"
30654,"on paper, unique Graphite on paper"
58585,"on paper, unique Graphite on paper"
56189,"on paper, unique Watercolour on paper"
6715,"on paper, unique Watercolour on paper"
14080,"on paper, unique Charcoal on paper"
8276,"on paper, print Screenprint on paper"
10123,"on paper, print Lithograph on paper"
1810,"on paper, unique Graphite on paper"
64475,"on paper, unique Graphite on paper"
28206,"on paper, unique"
57121,"on paper, unique Graphite on paper"
71737,"on paper, print Etching, drypoint and aquatint on paper"
98203,"relief Glass, plastic and stainless steel"
5775,Screenprint on polyester film
11585,"on paper, print Screenprint and letterpress on paper"
30659,"on paper, unique Graphite on paper"
74235,"on paper, unique Gouache and charcoal on paper"
8271,sculpture Bronze and stone
33155,"on paper, unique Chalk and graphite on paper"
54626,"on paper, unique Graphite on paper"
52229,"on paper, unique Gouache, pen and ink and graphite on paper"
58586,"on paper, unique Graphite on paper"
62071,"on paper, unique Graphite on paper"
10120,"on paper, print Lithograph on paper"
13982,painting Oil paint on canvas
99667,"sculpture Glass, steel, silicone rubber, Formica, fibreboard, chair, ashtray, lighter and cigarettes"
14081,"on paper, unique Graphite and chalk on paper"
61972,"on paper, unique Graphite on paper"
25709,"on paper, print Etching on paper"
4310,Screenprint on ceramic tile
28205,"on paper, unique"
57122,"on paper, unique Graphite on paper"
3379,"on paper, print Aquatint on paper"
1815,painting Oil paint on wood
35552,"on paper, unique Watercolour on paper"
5776,Screenprint on polyester film
98202,"relief Glass, plastic and stainless steel"
35553,"on paper, unique Pen and ink and watercolour on paper"
3377,"on paper, print Aquatint on paper"
11584,"on paper, print Screenprint and letterpress on paper"
54625,"on paper, unique Graphite on paper"
8270,sculpture Alabaster on slate base
28204,"on paper, unique"
62070,"on paper, unique Graphite on paper"
13983,painting Oil paint on wood
99668,"sculpture Shells, steel, wood and melamine"
14082,"on paper, unique Chalk on paper"
97269,"on paper, print Photograph, gelatine silver print on paper"
10121,"on paper, print Lithograph on paper"
58587,"on paper, unique Graphite on paper"
98201,"on paper, print Lithograph on paper"
33154,"on paper, unique Chalk and graphite on paper"
57123,"on paper, unique Graphite on paper"
1816,"on paper, unique Tempera, gold paint and watercolour on paper"
3378,"on paper, print Aquatint on paper"
5777,Screenprint on polyester film
61971,"on paper, unique Graphite on paper"
35554,"on paper, unique Watercolour on paper"
8273,sculpture Marble on marble base
3376,"on paper, print Aquatint on paper"
37951,"on paper, unique Graphite on paper"
99669,painting Flies and resin on canvas on fibreboard
57124,"on paper, unique Graphite on paper"
30657,"on paper, unique Graphite on paper"
54624,"on paper, unique Graphite on paper"
28203,"on paper, unique"
97268,"on paper, print Photograph, gelatine silver print on paper"
14083,"on paper, unique Charcoal on paper"
38050,"on paper, unique"
13984,painting Oil paint on canvas
64470,"on paper, unique Graphite on paper"
115177,painting Oil paint on canvas
16480,sculpture Aluminium
58588,"on paper, unique Graphite on paper"
25707,"on paper, print Etching on paper"
59521,"on paper, unique Graphite on paper"
98200,sculpture Polychromed aluminium and rubber coated steel
33153,"on paper, unique"
11583,"on paper, print Screenprint and letterpress on paper"
5778,Screenprint on polyester film
1813,painting Oil paint on 3 canvases
61970,"on paper, unique Graphite on paper"
3375,"on paper, print Aquatint on paper"
74234,"on paper, unique Gouache and charcoal on paper"
8272,sculpture Bronze
35555,"on paper, unique Etching and watercolour on paper"
79131,"sculpture Aluminuim, steel and 3 Cibachrome prints on Perspex"
14084,"on paper, unique Pastel on paper"
57125,"on paper, unique Graphite on paper"
30658,"on paper, unique Graphite on paper"
28202,"on paper, unique"
6711,painting Oil paint on canvas
52228,"on paper, unique Pen and ink and graphite on paper"
54623,"on paper, unique Graphite on paper"
97267,"on paper, print Photograph, gelatine silver print on paper"
64471,"on paper, unique Graphite on paper"
13985,painting Enamel on metal
25708,"on paper, print Etching and engraving on paper"
6710,painting Oil paint on canvas
58589,"on paper, unique Graphite on paper"
59520,"on paper, unique Graphite on paper"
33152,"on paper, unique"
5779,Screenprint on polyester film
37950,"on paper, unique Graphite on paper"
11582,"on paper, print Screenprint and letterpress on paper"
1814,painting Oil paint on wood
48732,"on paper, unique Graphite on paper"
43839,"on paper, unique Graphite and watercolour on paper"
14085,"on paper, unique Crayon on paper"
60512,"on paper, unique"
5771,painting Oil paint on canvas
52225,"on paper, unique Gouache, pen and ink and graphite on paper"
46335,"on paper, unique Graphite on paper"
13986,painting Enamel on copper
54622,"on paper, unique Graphite on paper"
4315,"on paper, print Screenprint on paper"
80129,"on paper, print Lithograph on paper"
47799,"on paper, unique Graphite on paper"
61976,"on paper, unique Graphite on paper"
62075,"on paper, unique Graphite on paper"
12529,"on paper, print Lithograph on paper"
1819,"on paper, unique Tempera on paper"
53689,"on paper, unique Graphite on paper"
22372,"on paper, unique Graphite, chalk, watercolour and ink on paper"
14086,"on paper, unique Chalk on paper"
48731,"on paper, unique Graphite on paper"
43838,"on paper, unique Watercolour and gouache on paper"
60511,"on paper, unique"
5772,"on paper, print Photograph, gouache, screenprint and postcard on paper"
46336,"on paper, unique Graphite on paper"
38059,"on paper, unique"
54621,"on paper, unique"
13987,painting Oil paint on canvas
52226,"on paper, unique Gouache, pen and ink and graphite on paper"
4314,"on paper, print Woodcut on paper"
61975,"on paper, unique Graphite on paper"
16481,painting Oil paint on canvas
12528,"on paper, print Lithograph on paper"
62074,"on paper, unique Engraving and graphite on paper"
22371,"on paper, unique Chalk on paper. Verso: graphite on paper"
24770,"on paper, unique Chalk on paper"
18880,"on paper, print Etching on paper"
14087,"on paper, unique Charcoal on paper"
60510,"on paper, unique"
5773,Screenprint on polyester film
52223,"on paper, unique Gouache, pen and ink and graphite on paper"
46333,"on paper, unique Graphite on paper"
62073,"on paper, unique Chalk and ink wash on paper"
54620,"on paper, unique Graphite on paper"
13988,block for printing Copper plate
80127,"on paper, print Lithograph on paper"
4313,"on paper, print Screenprint on paper"
4312,"on paper, print Screenprint on paper"
61974,"on paper, unique Graphite on paper"
20810,"on paper, print Screenprint on paper"
12527,"on paper, print Lithograph on paper"
92370,"installation 36 tin dogs, magnets, metal detritus, nylon strings, map on paper mounted on wood, photographs, graphite and acrylic pai"
53687,"on paper, unique Graphite on paper"
47797,"on paper, unique Graphite on paper"
1817,painting Oil paint on canvas
14920,painting Oil paint on canvas
56180,"on paper, unique Watercolour on paper"
48730,"on paper, unique Graphite on paper"
22374,"on paper, unique Graphite on paper"
16484,painting Oil paint on canvas
5774,Screenprint on polyester film
52224,"on paper, unique Gouache, pen and ink and graphite on paper"
46334,"on paper, unique Graphite on paper"
14088,"on paper, unique Charcoal and chalk on paper"
62072,"on paper, unique Graphite on paper"
13989,"on paper, print Etching and engraving on paper"
15020,painting Oil paint on canvas
80128,"on paper, print Lithograph on paper"
61973,"on paper, unique Graphite on paper"
4311,"on paper, print Screenprint on paper"
20811,"on paper, print Screenprint on paper"
56181,"on paper, unique Watercolour and graphite on paper"
53688,"on paper, unique Graphite on paper"
47798,"on paper, unique Chalk, gouache and graphite on paper"
1818,"on paper, unique Oil paint and drawing on paper"
12526,"on paper, print Lithograph on paper"
14921,painting Oil paint on oak
16483,painting Oil paint on canvas
22373,"on paper, unique Graphite on paper"
46339,"on paper, unique Graphite on paper"
38056,"on paper, unique"
48736,"on paper, unique Graphite on paper"
37957,"on paper, unique Graphite on paper"
60516,"on paper, unique"
14089,"on paper, unique Pastel on paper"
4319,"on paper, print Lithograph on paper"
80125,"on paper, print Lithograph on paper"
30651,"on paper, unique Graphite on paper"
15021,painting Oil paint on canvas
62079,"on paper, unique Graphite on paper"
56182,"on paper, unique Graphite on paper"
10128,"on paper, print Lithograph on paper"
51288,"on paper, unique Graphite on paper"
53685,"on paper, unique Graphite on paper"
60517,"on paper, unique"
16486,painting Oil paint on canvas
